0.003922 0.003922 1.000000
0.003922 0.007843 0.996094
0.003922 0.011765 0.992218
0.003922 0.015686 0.988374
0.003922 0.019608 0.984560
0.003922 0.023529 0.980777
0.003922 0.027451 0.977024
0.003922 0.031373 0.973303
0.003922 0.035294 0.969612
0.003922 0.039216 0.965952
0.003922 0.043137 0.962322
0.003922 0.047059 0.958724
0.003922 0.050980 0.955156
0.003922 0.054902 0.951619
0.003922 0.058824 0.948112
0.003922 0.062745 0.944637
0.003922 0.066667 0.941192
0.003922 0.070588 0.937778
0.003922 0.074510 0.934394
0.003922 0.078431 0.931042
0.003922 0.082353 0.927720
0.003922 0.086275 0.924429
0.003922 0.090196 0.921169
0.003922 0.094118 0.917939
0.003922 0.098039 0.914741
0.003922 0.101961 0.911572
0.003922 0.105882 0.908435
0.003922 0.109804 0.905329
0.003922 0.113725 0.902253
0.003922 0.117647 0.899208
0.003922 0.121569 0.896194
0.003922 0.125490 0.893210
0.003922 0.129412 0.890258
0.003922 0.133333 0.887336
0.003922 0.137255 0.884444
0.003922 0.141176 0.881584
0.003922 0.145098 0.878754
0.003922 0.149020 0.875955
0.003922 0.152941 0.873187
0.003922 0.156863 0.870450
0.003922 0.160784 0.867743
0.003922 0.164706 0.865067
0.003922 0.168627 0.862422
0.003922 0.172549 0.859808
0.003922 0.176471 0.857224
0.003922 0.180392 0.854671
0.003922 0.184314 0.852149
0.003922 0.188235 0.849658
0.003922 0.192157 0.847197
0.003922 0.196078 0.844767
0.003922 0.200000 0.842368
0.003922 0.203922 0.840000
0.003922 0.207843 0.837662
0.003922 0.211765 0.835356
0.003922 0.215686 0.833080
0.003922 0.219608 0.830834
0.003922 0.223529 0.828620
0.003922 0.227451 0.826436
0.003922 0.231373 0.824283
0.003922 0.235294 0.822161
0.003922 0.239216 0.820069
0.003922 0.243137 0.818008
0.003922 0.247059 0.815978
0.003922 0.250980 0.813979
0.003922 0.254902 0.812011
0.003922 0.258824 0.810073
0.003922 0.262745 0.808166
0.003922 0.266667 0.806290
0.003922 0.270588 0.804444
0.003922 0.274510 0.802630
0.003922 0.278431 0.800846
0.003922 0.282353 0.799093
0.003922 0.286275 0.797370
0.003922 0.290196 0.795679
0.003922 0.294118 0.794018
0.003922 0.298039 0.792388
0.003922 0.301961 0.790788
0.003922 0.305882 0.789219
0.003922 0.309804 0.787682
0.003922 0.313726 0.786175
0.003922 0.317647 0.784698
0.003922 0.321569 0.783253
0.003922 0.325490 0.781838
0.003922 0.329412 0.780454
0.003922 0.333333 0.779100
0.003922 0.337255 0.777778
0.003922 0.341176 0.776486
0.003922 0.345098 0.775225
0.003922 0.349020 0.773995
0.003922 0.352941 0.772795
0.003922 0.356863 0.771626
0.003922 0.360784 0.770488
0.003922 0.364706 0.769381
0.003922 0.368627 0.768304
0.003922 0.372549 0.767259
0.003922 0.376471 0.766244
0.003922 0.380392 0.765260
0.003922 0.384314 0.764306
0.003922 0.388235 0.763383
0.003922 0.392157 0.762491
0.003922 0.396078 0.761630
0.003922 0.400000 0.760800
0.003922 0.403922 0.760000
0.003922 0.407843 0.759231
0.003922 0.411765 0.758493
0.003922 0.415686 0.757785
0.003922 0.419608 0.757109
0.003922 0.423529 0.756463
0.003922 0.427451 0.755848
0.003922 0.431373 0.755263
0.003922 0.435294 0.754710
0.003922 0.439216 0.754187
0.003922 0.443137 0.753695
0.003922 0.447059 0.753233
0.003922 0.450980 0.752803
0.003922 0.454902 0.752403
0.003922 0.458824 0.752034
0.003922 0.462745 0.751696
0.003922 0.466667 0.751388
0.003922 0.470588 0.751111
0.003922 0.474510 0.750865
0.003922 0.478431 0.750650
0.003922 0.482353 0.750465
0.003922 0.486275 0.750311
0.003922 0.490196 0.750188
0.003922 0.494118 0.750096
0.003922 0.498039 0.750035
0.003922 0.501961 0.750004
0.003922 0.505882 0.750004
0.003922 0.509804 0.750035
0.003922 0.513726 0.750096
0.003922 0.517647 0.750188
0.003922 0.521569 0.750311
0.003922 0.525490 0.750465
0.003922 0.529412 0.750650
0.003922 0.533333 0.750865
0.003922 0.537255 0.751111
0.003922 0.541176 0.751388
0.003922 0.545098 0.751696
0.003922 0.549020 0.752034
0.003922 0.552941 0.752403
0.003922 0.556863 0.752803
0.003922 0.560784 0.753233
0.003922 0.564706 0.753695
0.003922 0.568627 0.754187
0.003922 0.572549 0.754710
0.003922 0.576471 0.755263
0.003922 0.580392 0.755848
0.003922 0.584314 0.756463
0.003922 0.588235 0.757109
0.003922 0.592157 0.757785
0.003922 0.596078 0.758493
